T_wb,T_CT1,T_CT2,T_CT3,Load_tot,E_exchanged,E_consumed,COP
-1.9086721253518135,18.9,22.4,27.6,4.124996787591524,0.0,0.0,0.0
-1.9086721253518135,18.9,22.4,27.6,6.894738805573586,0.0,0.0,0.0
-1.9086721253518135,18.9,22.4,27.6,7.408452943026849,0.0,0.0,0.0
-1.9086721253518135,18.9,22.4,27.6,7.01192672410013,0.0,0.0,0.0
-2.3562393915719895,18.9,22.0,27.6,6.520062095278043,0.0,0.0,0.0
-2.3562393915719895,18.9,22.0,27.6,6.453937367100708,0.0,0.0,0.0
-2.3562393915719895,18.9,22.0,27.6,7.33067881533559,0.0,0.0,0.0
-2.3562393915719895,18.9,22.0,27.6,7.33067881533559,0.0,0.0,0.0
-2.3562393915719895,18.9,22.0,27.6,7.33067881533559,0.0,0.0,0.0
-2.3562393915719895,18.9,22.0,27.6,4.809221188626433,0.0,0.0,0.0
-2.3562393915719895,18.9,21.8,27.7,7.142728707066402,0.0,0.0,0.0
-2.3562393915719895,18.9,21.8,27.7,7.142728707066402,0.0,0.0,0.0
-2.3562393915719895,18.9,21.8,27.7,7.142728707066402,0.0,0.0,0.0
-2.3562393915719895,18.9,21.8,27.7,7.082215428711989,0.0,0.0,0.0
-2.3562393915719895,18.9,21.8,27.7,8.805953688656853,0.0,0.0,0.0
-2.3562393915719895,18.9,21.8,27.7,8.020391680913391,0.0,0.0,0.0
-2.828236971894114,18.6,21.6,27.5,8.607963874921921,0.0,0.0,0.0
-2.828236971894114,18.6,21.6,27.5,8.607963874921921,0.0,0.0,0.0
-2.828236971894114,18.6,21.6,27.5,8.607963874921921,0.0,0.0,0.0
-2.828236971894114,18.6,21.6,27.5,8.723247567433594,0.0,0.0,0.0
-2.828236971894114,18.6,21.6,27.5,8.752773316469336,0.0,0.0,0.0
-2.828236971894114,18.6,21.6,27.5,6.382101713967064,0.0,0.0,0.0
-2.828236971894114,18.1,21.4,27.5,8.31328455838194,0.0,0.0,0.0
-2.828236971894114,18.1,21.4,27.5,8.2837588093462,0.0,0.0,0.0
-2.828236971894114,18.1,21.4,27.5,8.477041007367806,0.0,0.0,0.0
-2.828236971894114,18.1,21.4,27.5,8.477041007367806,0.0,0.0,0.0
-2.828236971894114,18.1,21.4,27.5,8.477041007367806,0.0,0.0,0.0
-2.828236971894114,18.1,21.4,27.5,8.477041007367806,0.0,0.0,0.0
-3.156413418311672,17.8,21.4,28.1,6.352575964931323,0.0,0.0,0.0
-3.156413418311672,17.8,21.4,28.1,9.476047648168551,0.0,0.0,0.0
-3.156413418311672,17.8,21.4,28.1,8.477041007367806,0.0,0.0,0.0
-3.156413418311672,17.8,21.4,28.1,6.352575964931323,0.0,0.0,0.0
-3.156413418311672,17.8,21.4,28.1,6.306684519006556,0.0,0.0,0.0
-3.156413418311672,17.8,21.4,28.1,7.357798605507649,0.0,0.0,0.0
-3.156413418311672,17.5,21.4,28.4,10.192164888066223,0.0,0.0,0.0
-3.156413418311672,17.5,21.4,28.4,8.965783277015777,0.0,0.0,0.0
-3.156413418311672,17.5,21.4,28.4,8.584671277353099,0.0,0.0,0.0
-3.156413418311672,17.5,21.4,28.4,10.192164888066223,0.0,0.0,0.0
-3.156413418311672,17.5,21.4,28.4,10.192164888066223,0.0,0.0,0.0
-3.156413418311672,17.5,21.4,28.4,10.192164888066223,0.0,0.0,0.0
-3.6096211166079684,17.3,21.5,28.5,8.584671277353099,0.0,0.0,0.0
-3.6096211166079684,17.3,21.5,28.5,8.584671277353099,0.0,0.0,0.0
-3.6096211166079684,17.3,21.5,28.5,8.584671277353099,0.0,0.0,0.0
-3.6096211166079684,17.3,21.5,28.5,8.584671277353099,0.0,0.0,0.0
-3.6096211166079684,17.3,21.5,28.5,8.584671277353099,0.0,0.0,0.0
-3.6096211166079684,17.3,21.5,28.5,8.584671277353099,0.0,0.0,0.0
-3.6096211166079684,17.4,21.7,28.5,8.672805351117056,0.0,0.0,0.0
-3.6096211166079684,17.4,21.7,28.5,8.672805351117056,0.0,0.0,0.0
-3.6096211166079684,17.4,21.7,28.5,10.14285494081555,0.0,0.0,0.0
-3.6096211166079684,17.4,21.7,28.5,10.53293339655335,0.0,0.0,0.0
-3.6096211166079684,17.4,21.7,28.5,8.787833822810406,0.0,0.0,0.0
-3.6096211166079684,17.4,21.7,28.5,8.672805351117056,0.0,0.0,0.0
-4.148776833977593,16.9,21.8,28.3,10.354585099495758,0.0,0.0,0.0
-4.148776833977593,16.9,21.8,28.3,8.787833822810406,0.0,0.0,0.0
-4.148776833977593,16.9,21.8,28.3,12.574943480630056,0.0,0.0,0.0
-4.148776833977593,16.9,21.8,28.3,8.787833822810406,0.0,0.0,0.0
-4.148776833977593,16.9,21.8,28.3,11.01608544343691,0.0,0.0,0.0
-4.148776833977593,16.9,21.8,28.3,12.574943480630056,0.0,0.0,0.0
-4.148776833977593,16.8,21.8,28.0,12.543306137950996,0.0,0.0,0.0
-4.148776833977593,16.8,21.8,28.0,12.543306137950996,0.0,0.0,0.0
-4.148776833977593,16.8,21.8,28.0,10.354585099495818,0.0,0.0,0.0
-4.148776833977593,16.8,21.8,28.0,14.399974188376298,0.0,0.0,0.0
-4.148776833977593,16.8,21.8,28.0,12.219178781608282,0.0,0.0,0.0
-4.148776833977593,16.8,21.8,28.0,12.40524103321011,0.0,0.0,0.0
-4.417640747534392,16.4,21.8,27.7,12.65736635170696,0.0,0.0,0.0
-4.417640747534392,16.4,21.8,27.7,14.814345097391584,0.0,0.0,0.0
-4.417640747534392,16.4,21.8,27.7,14.814345097391584,0.0,0.0,0.0
-4.417640747534392,16.4,21.8,27.7,12.785949722666599,0.0,0.0,0.0
-4.417640747534392,16.4,21.8,27.7,14.814345097391584,0.0,0.0,0.0
-4.417640747534392,16.4,21.8,27.7,14.677813824063504,0.0,0.0,0.0
-4.417640747534392,16.5,22.0,27.6,14.973517474158973,0.0,0.0,0.0
-4.417640747534392,16.5,22.0,27.6,14.973517474158973,0.0,0.0,0.0
-4.417640747534392,16.5,22.0,27.6,14.973517474158973,0.0,0.0,0.0
-4.417640747534392,16.5,22.0,27.6,17.353163936003178,0.0,0.0,0.0
-4.417640747534392,16.5,22.0,27.6,14.854006463034432,0.0,0.0,0.0
-4.417640747534392,16.5,22.0,27.6,13.045811269933438,0.0,0.0,0.0
-4.760821365752292,16.5,22.0,27.5,13.473708309482653,0.0,0.0,0.0
-4.760821365752292,16.5,22.0,27.5,15.28190350258365,0.0,0.0,0.0
-4.760821365752292,16.5,22.0,27.5,15.181803646430875,0.0,0.0,0.0
-4.760821365752292,16.5,22.0,27.5,15.181803646430875,0.0,0.0,0.0
-4.760821365752292,16.5,22.0,27.5,15.181803646430875,0.0,0.0,0.0
-4.760821365752292,16.5,22.0,27.5,15.181803646430875,0.0,0.0,0.0
-4.760821365752292,16.4,22.1,27.4,15.022815215796074,0.0,0.0,0.0
-4.760821365752292,16.4,22.1,27.4,17.52169259883085,0.0,0.0,0.0
-4.760821365752292,16.4,22.1,27.4,15.578690573312187,0.0,0.0,0.0
-4.760821365752292,16.4,22.1,27.4,15.022815215796074,0.0,0.0,0.0
-4.760821365752292,16.4,22.1,27.4,17.52169259883085,0.0,0.0,0.0
-4.760821365752292,16.4,22.1,27.4,18.409795358247226,0.0,0.0,0.0
-4.650919953502694,16.4,22.1,27.4,18.343953880448154,0.0,0.0,0.0
-4.650919953502694,16.4,22.1,27.4,14.957029289506027,0.0,0.0,0.0
-4.650919953502694,16.4,22.1,27.4,13.6252986885617,0.0,0.0,0.0
-4.650919953502694,16.4,22.1,27.4,15.51290464702214,0.0,0.0,0.0
-4.650919953502694,16.4,22.1,27.4,16.050733072310386,0.0,0.0,0.0
-4.650919953502694,16.4,22.1,27.4,10.849171158605966,0.0,0.0,0.0
-4.650919953502694,15.4,21.6,27.1,19.694789505319804,0.0,0.0,0.0
-4.650919953502694,15.4,21.6,27.1,18.52626817404845,0.0,0.0,0.0
-4.650919953502694,15.4,21.6,27.1,19.58651585232491,0.0,0.0,0.0
-4.650919953502694,15.4,21.6,27.1,16.12477371291578,0.0,0.0,0.0
-4.650919953502694,15.4,21.6,27.1,18.417994521053558,0.0,0.0,0.0
-4.650919953502694,15.4,21.6,27.1,18.417994521053558,0.0,0.0,0.0
-4.7143349922932885,14.7,20.7,26.7,22.37899764662871,0.0,0.0,0.0
-4.7143349922932885,14.7,20.7,26.7,436.57581500522934,0.0,0.0,0.0
-4.7143349922932885,14.7,20.7,26.7,557.7649248450659,0.0,0.0,0.0
-4.7143349922932885,14.7,20.7,26.7,188.5608925423076,0.0,0.0,0.0
-4.7143349922932885,14.7,20.7,26.7,450.66757196334987,0.0,0.0,0.0
-4.7143349922932885,14.7,20.7,26.7,101.19199940196022,0.0,0.0,0.0
-4.7143349922932885,14.8,20.6,26.5,478.77775556050364,0.0,0.0,0.0
-4.7143349922932885,14.8,20.6,26.5,285.57671953817663,0.0,0.0,0.0
-4.7143349922932885,14.8,20.6,26.5,391.3632738944815,0.0,0.0,0.0
-4.7143349922932885,14.8,20.6,26.5,525.0515247331925,0.0,0.0,0.0
-4.7143349922932885,14.8,20.6,26.5,415.96479816338956,0.0,0.0,0.0
-4.7143349922932885,14.8,20.6,26.5,563.5024648384594,0.0,0.0,0.0
-4.901923060868171,15.0,20.7,26.6,639.6377232753513,0.0,0.0,0.0
-4.901923060868171,15.0,20.7,26.6,791.9567410463773,0.0,0.0,0.0
-4.901923060868171,15.0,20.7,26.6,744.0447673887674,0.0,0.0,0.0
-4.901923060868171,15.0,20.7,26.6,870.8705800118526,0.0,0.0,0.0
-4.901923060868171,15.0,20.7,26.6,912.9259702897097,0.0,0.0,0.0
-4.901923060868171,15.0,20.7,26.6,1008.7499176049298,0.0,0.0,0.0
-4.901923060868171,15.5,21.0,26.7,1031.3660938102823,0.0,0.0,0.0
-4.901923060868171,15.5,21.0,26.7,1059.5496077265236,0.0,0.0,0.0
-4.901923060868171,15.5,21.0,26.7,1189.5604671360231,0.0,0.0,0.0
-4.901923060868171,15.5,21.0,26.7,6110.663867501564,0.0,0.0,0.0
-4.901923060868171,15.5,21.0,26.7,1107.3602544164285,0.0,0.0,0.0
-4.901923060868171,15.5,21.0,26.7,969.4148066701727,0.0,0.0,0.0
-5.233522732662436,15.6,21.0,26.9,1792.1957829826963,0.0,0.0,0.0
-5.233522732662436,15.6,21.0,26.9,1475.3314014189184,0.0,0.0,0.0
-5.233522732662436,15.6,21.0,26.9,1475.3314014189184,0.0,0.0,0.0
-5.233522732662436,15.6,21.0,26.9,1464.5748934414394,0.0,0.0,0.0
-5.233522732662436,15.6,21.0,26.9,1127.8823138746977,0.0,0.0,0.0
-5.233522732662436,15.6,21.0,26.9,1684.6438918874321,0.0,0.0,0.0
-5.233522732662436,15.4,21.1,27.0,1443.4040981298333,0.0,0.0,0.0
-5.233522732662436,15.4,21.1,27.0,1901.80996368069,0.0,0.0,0.0
-5.233522732662436,15.4,21.1,27.0,1901.80996368069,0.0,0.0,0.0
-5.233522732662436,15.4,21.1,27.0,1784.685866774692,0.0,0.0,0.0
-5.233522732662436,15.4,21.1,27.0,1864.480435423911,0.0,0.0,0.0
-5.233522732662436,15.4,21.1,27.0,1411.4732260340713,0.0,0.0,0.0
-5.56054388739642,15.6,21.3,27.1,1303.9744848085998,0.0,0.0,0.0
-5.56054388739642,15.6,21.3,27.1,1359.6920079286547,0.0,0.0,0.0
-5.56054388739642,15.6,21.3,27.1,1471.127054168764,0.0,0.0,0.0
-5.56054388739642,15.6,21.3,27.1,1367.651654088662,0.0,0.0,0.0
-5.56054388739642,15.6,21.3,27.1,1423.3691772087175,0.0,0.0,0.0
-5.56054388739642,15.6,21.3,27.1,1363.671831008659,0.0,0.0,0.0
-5.56054388739642,15.3,21.2,27.1,1447.2506809434974,0.0,0.0,0.0
-5.56054388739642,15.3,21.2,27.1,1514.9076733035638,0.0,0.0,0.0
-5.56054388739642,15.3,21.2,27.1,1315.9165193033684,0.0,0.0,0.0
-5.56054388739642,15.3,21.2,27.1,1347.7551039433995,0.0,0.0,0.0
-5.56054388739642,15.3,21.2,27.1,1411.4322732234625,0.0,0.0,0.0
-5.56054388739642,15.3,21.2,27.1,1475.1094425035249,0.0,0.0,0.0
-6.220165500028429,15.4,21.3,27.2,1944.4646989484906,0.0,0.0,0.0
-6.220165500028429,15.4,21.3,27.2,1896.5879577589587,0.0,0.0,0.0
-6.220165500028429,15.4,21.3,27.2,1806.0595986614196,0.0,0.0,0.0
-6.220165500028429,15.4,21.3,27.2,2119.918235348351,0.0,0.0,0.0
-6.220165500028429,15.4,21.3,27.2,1848.6167019410036,0.0,0.0,0.0
-6.220165500028429,15.4,21.3,27.2,1901.8130810404834,0.0,0.0,0.0
-6.220165500028429,15.7,21.4,27.4,2350.66854877969,0.0,0.0,0.0
-6.220165500028429,15.7,21.4,27.4,2343.9980184655556,0.0,0.0,0.0
-6.220165500028429,15.7,21.4,27.4,2364.0096094079604,0.0,0.0,0.0
-6.220165500028429,15.7,21.4,27.4,2477.4086247482524,0.0,0.0,0.0
-6.220165500028429,15.7,21.4,27.4,1661.231783371722,0.0,0.0,0.0
-6.220165500028429,15.7,21.4,27.4,1675.1471257007317,0.0,0.0,0.0
-6.039960570251367,15.8,21.6,27.1,3986.5972021706375,0.0,0.0,0.0
-6.039960570251367,15.8,21.6,27.1,3698.2028181045184,0.0,0.0,0.0
-6.039960570251367,15.8,21.6,27.1,3783.653005975962,0.0,0.0,0.0
-6.039960570251367,15.8,21.6,27.1,3772.9717324920307,0.0,0.0,0.0
-6.039960570251367,15.8,21.6,27.1,2363.85838688513,0.0,0.0,0.0
-6.039960570251367,15.8,21.6,27.1,3751.6091855241702,0.0,0.0,0.0
-6.039960570251367,16.2,21.8,27.4,7086.598059181096,0.0,0.0,0.0
-6.039960570251367,16.2,21.8,27.4,7026.395707600745,0.0,0.0,0.0
-6.039960570251367,16.2,21.8,27.4,7006.233963680005,0.0,0.0,0.0
-6.039960570251367,16.2,21.8,27.4,3344.2655129731293,0.0,0.0,0.0
-6.039960570251367,16.2,21.8,27.4,3484.9632167922764,0.0,0.0,0.0
-6.039960570251367,16.2,21.8,27.4,6825.626908938949,0.0,0.0,0.0
-5.819038701477552,16.5,22.0,27.5,2324.3254103942613,0.0,0.0,0.0
-5.819038701477552,16.5,22.0,27.5,11194.496238815856,0.0,0.0,0.0
-5.819038701477552,16.5,22.0,27.5,7574.448929289639,438.8704533832508,1.2075,6272.83555220674
-5.819038701477552,16.5,22.0,27.5,7436.478409632596,431.81993028792033,1.2027083333333333,6183.110404683261
-5.819038701477552,16.5,22.0,27.5,7617.411275155027,431.3330983484751,1.2027083333333333,6333.548262730666
-5.819038701477552,16.5,22.0,27.5,8987.972907320463,426.7793255114741,1.1979166666666667,7503.0034704588215
-5.819038701477552,13.2,22.6,24.2,11215.461438085395,334.27055824748965,1.2027083333333333,9325.171471125914
-5.819038701477552,13.2,22.6,24.2,11121.627425245384,329.79563226528614,1.1979166666666667,9284.14115498745
-5.819038701477552,13.2,22.6,24.2,7356.79614694293,331.4819086834378,1.1979166666666667,6141.325479187141
-5.819038701477552,13.2,22.6,24.2,10675.300897909992,326.0475058653104,1.1979166666666667,8911.55553216834
-5.819038701477552,13.2,22.6,24.2,7330.413037896319,327.718958280136,1.193125,6143.876825895291
-5.819038701477552,13.2,22.6,24.2,10933.694888817396,327.5128879141433,1.193125,9163.913997961148
-5.927371075783242,12.5,22.7,24.1,6985.0877805499695,289.555705604769,1.1979166666666667,5831.029799415626
